coord_id,island_id,component_id,component_name,ra_hms_cont,dec_dms_cont,ra_deg_cont,dec_deg_cont,ra_err,dec_err,freq,flux_peak,flux_peak_err,flux_int,flux_int_err,maj_axis,min_axis,pos_ang,maj_axis_err,min_axis_err,pos_ang_err,maj_axis_deconv,min_axis_deconv,pos_ang_deconv,maj_axis_deconv_err,min_axis_deconv_err,pos_ang_deconv_err,chi_squared_fit,rms_fit_gauss,spectral_index,spectral_curvature,spectral_index_err,spectral_curvature_err,rms_image,has_siblings,fit_is_estimate,spectral_index_from_TT,flag_c4,comment,coord,nn_separation,flux_peak_condon,flux_peak_selavy,flux_peak_err_condon,flux_peak_err_selavy,island_id_reference,component_id_reference,component_name_reference,ra_hms_cont_reference,dec_dms_cont_reference,ra_deg_cont_reference,dec_deg_cont_reference,ra_err_reference,dec_err_reference,freq_reference,flux_peak_reference,flux_peak_err_reference,flux_int_reference,flux_int_err_reference,maj_axis_reference,min_axis_reference,pos_ang_reference,maj_axis_err_reference,min_axis_err_reference,pos_ang_err_reference,maj_axis_deconv_reference,min_axis_deconv_reference,pos_ang_deconv_reference,maj_axis_deconv_err_reference,min_axis_deconv_err_reference,pos_ang_deconv_err_reference,chi_squared_fit_reference,rms_fit_gauss_reference,spectral_index_reference,spectral_curvature_reference,spectral_index_err_reference,spectral_curvature_err_reference,rms_image_reference,has_siblings_reference,fit_is_estimate_reference,spectral_index_from_TT_reference,flag_c4_reference,comment_reference,coord_reference,nn_separation_reference,flux_peak_condon_reference,flux_peak_selavy_reference,flux_peak_err_condon_reference,flux_peak_err_selavy_reference,separation,dra,ddec,flux_peak_ratio
2243,SB30904_island_2909,SB30904_component_2909a,J000904-013831,00:09:04.5,-01:38:31,2.268933,-1.642010,0.51,0.44,887.5,2.761,0.266,3.220,0.422,14.91,13.13,94.71,1.19,1.03,0.44,5.94,4.13,-45.79,6.74,17.25,68.86,0.716,126.181,-99.00,-99.00,0.00,0.00,0.266,0.0,0.0,1.0,0.0,,"2.268933,-1.64201",0.058298,2.761,2.786,0.266,0.221,RACS_0012+00A_island_2146,RACS_0012+00A_component_2146a,J000904-013830,00:09:04.7,-01:38:30,2.269447,-1.641784,0.13,0.09,887.5,3.241,0.440,4.432,0.121,28.69,18.33,97.55,0.43,0.46,1.28,15.56,8.19,86.61,0.56,2.59,3.77,9.573,307.868,-3.50,-99.00,0.00,0.00,0.429,0.0,0.0,1.0,0.0,,"2.269447,-1.641784",0.058892,3.241,3.297,0.440,0.034,0.000561,-0.000514,-0.000226,0.852
2244,SB30904_island_2914,SB30904_component_2914a,J001614-021119,00:16:14.7,-02:11:19,4.061416,-2.188785,0.50,0.50,887.5,2.712,0.301,3.490,0.447,16.91,12.74,45.49,1.24,1.09,0.21,10.68,0.00,33.87,0.05,0.00,4.66,1.853,198.538,-99.00,-99.00,0.00,0.00,0.299,0.0,0.0,1.0,0.0,,"4.061416,-2.188785",0.016785,2.712,2.745,0.301,0.218,RACS_0012+00A_island_2083,RACS_0012+00A_component_2083a,J001614-021120,00:16:14.8,-02:11:20,4.061613,-2.188897,0.04,0.02,887.5,3.557,0.593,4.566,0.048,28.26,17.31,98.57,0.17,0.17,0.41,14.64,5.86,89.92,0.23,1.83,1.20,0.218,59.277,-4.66,-99.00,0.00,0.00,0.585,0.0,0.0,1.0,0.0,,"4.061613,-2.188897",0.016965,3.557,3.651,0.593,0.011,0.000226,-0.000197,0.000112,0.763
2245,SB30904_island_2918,SB30904_component_2918a,J000101+002651,00:01:01.4,+00:26:51,0.255922,0.447530,0.49,0.43,887.5,2.738,0.252,3.114,0.409,15.27,12.51,102.72,1.17,1.01,0.29,6.90,0.00,-57.89,1.65,0.00,16.43,1.411,183.268,-99.00,-99.00,0.00,0.00,0.254,0.0,0.0,1.0,0.0,,"0.255922,0.44753",0.072031,2.738,2.761,0.252,0.218,RACS_0012+00A_island_2355,RACS_0012+00A_component_2355a,J000101+002653,00:01:01.4,+00:26:53,0.255826,0.448109,0.08,0.05,887.5,2.342,0.447,2.697,0.063,26.30,16.57,102.20,0.35,0.33,0.98,10.08,3.83,-81.71,2.00,15.62,4.78,0.357,87.145,-4.38,-99.00,0.00,0.00,0.440,0.0,0.0,1.0,0.0,,"0.255826,0.448109",0.073383,2.342,2.422,0.447,0.014,0.000587,0.000096,-0.000579,1.169
2246,SB30904_island_2920,SB30904_component_2920a,J000643-011955,00:06:43.9,-01:19:55,1.683114,-1.332181,0.59,0.51,887.5,2.709,0.306,3.185,0.486,15.29,12.87,97.97,1.39,1.21,0.38,6.73,3.41,-60.32,3.41,18.88,30.92,1.410,192.597,-99.00,-99.00,0.00,0.00,0.307,0.0,0.0,1.0,0.0,,"1.683114,-1.332181",0.033317,2.709,2.743,0.306,0.254,RACS_0012+00A_island_2258,RACS_0012+00A_component_2258a,J000643-011955,00:06:43.7,-01:19:55,1.682123,-1.332182,0.07,0.04,887.5,2.842,0.554,3.070,0.069,28.10,14.49,90.67,0.33,0.28,0.61,15.21,0.00,77.34,0.20,0.00,1.31,0.213,71.275,-0.62,-99.00,0.00,0.00,0.568,0.0,0.0,1.0,0.0,,"1.682123,-1.332182",0.034513,2.842,2.951,0.554,0.015,0.000991,0.000991,0.000001,0.953
2247,SB30904_island_2927,SB30904_component_2927a,J001158-004309,00:11:58.6,-00:43:09,2.994245,-0.719218,0.44,0.42,887.5,2.756,0.216,2.874,0.378,15.05,11.66,126.73,1.09,0.94,0.22,7.73,0.00,-38.37,0.04,0.00,5.67,13.841,560.857,-99.00,-99.00,0.00,0.00,0.223,0.0,0.0,1.0,0.0,,"2.994245,-0.719218",0.057994,2.756,2.774,0.216,0.213,RACS_0012+00A_island_2273,RACS_0012+00A_component_2273a,J001158-004308,00:11:58.8,-00:43:08,2.994939,-0.719072,0.09,0.06,887.5,2.808,0.450,2.860,0.081,25.59,15.21,92.40,0.35,0.35,0.94,10.11,0.00,69.08,0.87,0.00,3.08,1.147,145.746,-4.22,-99.00,0.00,0.00,0.443,0.0,0.0,1.0,0.0,,"2.994939,-0.719072",0.058562,2.808,2.876,0.450,0.022,0.000709,-0.000694,-0.000146,0.982
2248,SB30904_island_2929,SB30904_component_2929a,J001054-031732,00:10:54.1,-03:17:32,2.725403,-3.292253,0.33,0.34,887.5,2.628,0.337,5.823,0.347,26.20,14.10,119.68,0.78,0.80,0.06,22.54,5.88,-57.48,0.01,1.79,0.29,8.601,381.817,-99.00,-99.00,0.00,0.00,0.336,0.0,0.0,1.0,0.0,,"2.725403,-3.292253",0.077756,2.628,2.670,0.337,0.109,RACS_0012+00A_island_2066,RACS_0012+00A_component_2066a,J001053-031731,00:10:53.7,-03:17:31,2.723690,-3.292072,0.31,0.09,887.5,3.470,0.571,7.806,0.298,50.13,16.93,93.41,1.47,0.77,0.71,43.97,4.01,-88.25,0.03,15.38,0.84,3.622,214.126,-0.23,-99.00,0.00,0.00,0.682,0.0,0.0,1.0,0.0,,"2.72369,-3.292072",0.144370,3.470,3.599,0.571,0.038,0.001720,0.001710,-0.000181,0.757
2249,SB30904_island_2931,SB30904_component_2931a,J002204-025831,00:22:04.8,-02:58:31,5.519896,-2.975535,0.79,0.70,887.5,2.544,0.377,2.947,0.615,14.57,13.18,107.20,1.87,1.61,0.86,6.31,1.94,-31.19,2.23,46.51,54.62,1.821,264.637,-99.00,-99.00,0.00,0.00,0.383,0.0,0.0,1.0,0.0,,"5.519896,-2.975535",0.071342,2.544,2.600,0.377,0.326,RACS_0012+00A_island_1631,RACS_0012+00A_component_1631a,J002204-025831,00:22:04.8,-02:58:31,5.519848,-2.975316,0.02,0.02,887.5,5.685,1.024,6.949,0.043,26.46,17.55,96.25,0.09,0.10,0.31,11.51,5.09,72.02,0.31,1.88,1.38,0.074,34.634,3.26,-99.00,0.00,0.00,0.999,0.0,0.0,1.0,0.0,,"5.519848,-2.975316",0.158535,5.685,5.855,1.024,0.011,0.000224,0.000048,-0.000219,0.447
2250,SB30904_island_2932,SB30904_component_2932a,J001640-024128,00:16:40.9,-02:41:28,4.170451,-2.691216,0.67,0.58,887.5,2.705,0.316,2.893,0.544,14.08,12.69,90.44,1.59,1.37,0.74,4.03,0.75,-21.44,19.32,683.41,71.48,0.775,158.066,-99.00,-99.00,0.00,0.00,0.324,0.0,0.0,1.0,0.0,,"4.170451,-2.691216",0.097703,2.705,2.743,0.316,0.303,RACS_0012+00A_island_2280,RACS_0012+00A_component_2280a,J001640-024127,00:16:40.9,-02:41:27,4.170404,-2.690834,0.06,0.04,887.5,2.731,0.513,2.762,0.056,25.99,14.71,92.75,0.25,0.25,0.62,10.79,0.00,73.57,0.49,0.00,1.82,0.291,78.748,-3.34,-99.00,0.00,0.00,0.514,0.0,0.0,1.0,0.0,,"4.170404,-2.690834",0.097917,2.731,2.825,0.513,0.015,0.000385,0.000047,-0.000382,0.990
2251,SB30904_island_2933,SB30904_component_2933a,J002549+011841,00:25:49.2,+01:18:41,6.454891,1.311578,0.90,0.83,887.5,2.719,0.387,2.631,0.749,14.62,10.96,61.73,2.19,1.89,0.42,5.45,0.00,46.29,2.87,0.00,16.49,0.099,72.004,-99.00,-99.00,0.00,0.00,0.419,0.0,0.0,1.0,0.0,,"6.454891,1.311578",0.099654,2.719,2.782,0.387,0.447,RACS_0012+00A_island_1430,RACS_0012+00A_component_1430a,J002549+011840,00:25:49.4,+01:18:40,6.455846,1.311293,0.05,0.03,887.5,6.923,1.129,11.080,0.106,34.66,17.57,87.40,0.20,0.17,0.31,25.45,3.59,79.45,0.03,2.75,0.46,0.427,72.200,-2.39,-99.00,0.00,0.00,1.171,0.0,0.0,1.0,0.0,,"6.455846,1.311293",0.143557,6.923,7.116,1.129,0.023,0.000996,-0.000955,0.000285,0.393
2252,SB30904_island_2934,SB30904_component_2934a,J001755-011711,00:17:55.4,-01:17:11,4.480942,-1.286444,0.64,0.56,887.5,2.730,0.260,2.546,0.509,14.52,10.77,102.15,1.51,1.30,0.28,4.82,0.00,-63.83,3.27,0.00,11.28,1.431,208.263,-99.00,-99.00,0.00,0.00,0.281,0.0,0.0,1.0,0.0,,"4.480942,-1.286444",0.050683,2.730,2.759,0.260,0.309,RACS_0012+00A_island_1996,RACS_0012+00A_component_1996a,J001755-011711,00:17:55.3,-01:17:11,4.480556,-1.286398,0.04,0.02,887.5,4.021,0.522,4.466,0.047,27.87,15.34,96.27,0.15,0.14,0.33,14.08,0.00,86.32,0.16,0.00,0.82,0.612,91.560,-1.60,-99.00,0.00,0.00,0.517,0.0,0.0,1.0,0.0,,"4.480556,-1.286398",0.050930,4.021,4.086,0.522,0.014,0.000389,0.000386,-0.000046,0.679
2253,SB30904_island_2935,SB30904_component_2935a,J000200-023630,00:02:00.7,-02:36:30,0.502993,-2.608518,0.66,0.58,887.5,2.728,0.290,2.692,0.532,13.44,12.29,98.08,1.56,1.35,0.86,2.86,0.00,-21.33,13.94,0.00,48.35,0.355,108.824,-99.00,-99.00,0.00,0.00,0.303,0.0,0.0,1.0,0.0,,"0.502993,-2.608518",0.062654,2.728,2.761,0.290,0.312,RACS_0012+00A_island_2370,RACS_0012+00A_component_2370a,J000200-023631,00:02:00.7,-02:36:31,0.502815,-2.608698,0.05,0.03,887.5,2.233,0.444,2.614,0.040,27.10,16.29,92.45,0.23,0.22,0.62,13.26,0.00,73.87,0.29,0.00,1.68,0.111,50.793,-4.32,-99.00,0.00,0.00,0.442,0.0,0.0,1.0,0.0,,"0.502815,-2.608698",0.062512,2.233,2.317,0.444,0.008,0.000253,0.000178,0.000180,1.222
2254,SB30904_island_2936,SB30904_component_2936a,J000525-022210,00:05:25.0,-02:22:10,1.354201,-2.369526,0.49,0.43,887.5,2.722,0.278,3.484,0.417,17.26,12.43,98.83,1.15,1.02,0.17,10.33,1.85,-74.35,0.45,31.13,3.10,0.416,100.715,-99.00,-99.00,0.00,0.00,0.278,0.0,0.0,1.0,0.0,,"1.354201,-2.369526",0.112694,2.722,2.750,0.278,0.204,RACS_0012+00A_island_2156,RACS_0012+00A_component_2156a,J000525-022209,00:05:25.0,-02:22:09,1.354210,-2.369298,0.10,0.05,887.5,3.241,0.452,4.317,0.084,33.17,15.40,93.43,0.36,0.27,0.47,22.91,0.00,87.73,0.07,0.00,0.76,2.310,166.826,-0.15,-99.00,0.00,0.00,0.468,0.0,0.0,1.0,0.0,,"1.35421,-2.369298",0.113046,3.241,3.307,0.452,0.022,0.000228,-0.000009,-0.000228,0.840
2255,SB30904_island_2938,SB30904_component_2938a,J000310+013710,00:03:10.8,+01:37:10,0.794840,1.619520,0.31,0.31,887.5,2.428,0.283,5.182,0.285,23.10,15.46,131.11,0.75,0.71,0.08,19.13,8.01,-44.18,0.01,0.77,0.65,30.023,645.746,-99.00,-99.00,0.00,0.00,0.271,0.0,0.0,1.0,0.0,,"0.79484,1.61952",0.085377,2.428,2.458,0.283,0.095,RACS_0012+00A_island_2231,RACS_0012+00A_component_2231a,J000310+013709,00:03:10.6,+01:37:09,0.794102,1.619330,0.38,0.20,887.5,2.651,0.390,5.707,0.284,36.83,22.35,89.07,1.31,1.27,2.78,28.22,14.48,81.30,0.17,1.31,4.18,33.763,549.047,1.66,-99.00,0.00,0.00,0.410,0.0,0.0,1.0,0.0,,"0.794102,1.61933",0.098907,2.651,2.713,0.390,0.050,0.000762,0.000738,0.000190,0.916
2256,SB30904_island_2941,SB30904_component_2941a,J000033-023603,00:00:33.0,-02:36:03,0.137482,-2.600914,0.71,0.74,887.5,2.654,0.358,2.881,0.619,14.92,12.09,141.56,1.83,1.58,0.44,8.18,0.00,-26.05,0.60,0.00,7.46,0.217,84.992,-99.00,-99.00,0.00,0.00,0.371,0.0,0.0,1.0,0.0,,"0.137482,-2.600914",0.051440,2.654,2.705,0.358,0.343,RACS_0012+00A_island_2212,RACS_0012+00A_component_2212a,J000032-023600,00:00:32.9,-02:36:00,0.137059,-2.599891,0.20,0.17,887.5,2.881,0.554,4.580,0.252,26.99,22.28,110.71,0.93,1.25,6.32,15.77,11.23,-1.45,1.33,3.37,14.95,3.727,251.349,0.18,-99.00,0.00,0.00,0.545,0.0,0.0,1.0,0.0,,"0.137059,-2.599891",0.070262,2.881,2.981,0.554,0.042,0.001107,0.000423,-0.001023,0.921
2257,SB30904_island_2942,SB30904_component_2942a,J000037+000602,00:00:37.1,+00:06:02,0.154494,0.100624,0.49,0.51,887.5,2.587,0.319,3.686,0.439,18.07,13.16,144.36,1.24,1.11,0.18,13.06,0.00,-28.91,0.12,0.00,1.95,7.223,409.836,-99.00,-99.00,0.00,0.00,0.314,0.0,0.0,1.0,0.0,,"0.154494,0.100624",0.066471,2.587,2.625,0.319,0.200,RACS_0012+00A_island_2354,RACS_0012+00A_component_2354a,J000037+000605,00:00:37.4,+00:06:05,0.155724,0.101538,0.26,0.10,887.5,2.203,0.391,4.898,0.161,45.65,18.32,94.83,1.12,0.71,0.91,38.76,8.24,-87.08,0.04,2.80,1.11,3.465,205.559,-2.76,-99.00,0.00,0.00,0.448,0.0,0.0,1.0,0.0,,"0.155724,0.101538",0.070594,2.203,2.291,0.391,0.024,0.001532,-0.001230,-0.000914,1.174
2259,SB30904_island_2950,SB30904_component_2950a,J001729-012606,00:17:29.4,-01:26:06,4.372636,-1.435078,0.51,0.45,887.5,2.635,0.263,3.174,0.413,16.62,12.16,102.78,1.20,1.05,0.19,9.37,0.00,-67.88,0.53,0.00,4.63,4.550,329.123,-99.00,-99.00,0.00,0.00,0.265,0.0,0.0,1.0,0.0,,"4.372636,-1.435078",0.063481,2.635,2.661,0.263,0.210,RACS_0012+00A_island_2227,RACS_0012+00A_component_2227a,J001729-012604,00:17:29.3,-01:26:04,4.371969,-1.434503,0.09,0.05,887.5,2.944,0.377,3.583,0.071,28.58,16.40,95.26,0.30,0.28,0.72,15.54,0.00,84.45,0.25,0.00,1.70,3.618,205.096,-3.49,-99.00,0.00,0.00,0.371,0.0,0.0,1.0,0.0,,"4.371969,-1.434503",0.063982,2.944,2.990,0.377,0.021,0.000880,0.000667,-0.000575,0.895
2261,SB30904_island_2964,SB30904_component_2964a,J000201-010238,00:02:01.2,-01:02:38,0.504800,-1.044141,0.61,0.55,887.5,2.725,0.281,2.827,0.498,14.80,11.74,67.72,1.45,1.26,0.32,5.57,0.00,50.56,3.31,0.00,17.67,0.669,140.313,-99.00,-99.00,0.00,0.00,0.292,0.0,0.0,1.0,0.0,,"0.5048,-1.044141",0.020352,2.725,2.756,0.281,0.282,RACS_0012+00A_island_2229,RACS_0012+00A_component_2229a,J000201-010239,00:02:01.3,-01:02:39,0.505369,-1.044195,0.08,0.05,887.5,2.919,0.534,3.246,0.078,27.49,15.33,88.28,0.33,0.32,0.78,14.60,0.00,70.64,0.23,0.00,1.67,0.639,109.822,0.35,-99.00,0.00,0.00,0.536,0.0,0.0,1.0,0.0,,"0.505369,-1.044195",0.038081,2.919,3.014,0.534,0.020,0.000571,-0.000569,0.000054,0.934
2262,SB30904_island_2972,SB30904_component_2972a,J001025-012937,00:10:25.2,-01:29:37,2.604843,-1.493824,0.27,0.27,887.5,2.586,0.242,5.070,0.263,23.26,14.17,140.69,0.65,0.63,0.06,19.51,4.27,-35.69,0.01,2.14,0.36,22.441,523.131,-99.00,-99.00,0.00,0.00,0.235,0.0,0.0,1.0,0.0,,"2.604843,-1.493824",0.038589,2.586,2.607,0.242,0.092,RACS_0012+00A_island_2137,RACS_0012+00A_component_2137a,J001025-012937,00:10:25.3,-01:29:37,2.605466,-1.493889,0.07,0.05,887.5,3.355,0.345,5.991,0.067,33.49,20.64,118.70,0.23,0.23,0.52,23.91,11.23,-50.06,0.05,0.40,0.87,7.773,226.886,-0.24,-99.00,0.00,0.00,0.347,0.0,0.0,1.0,0.0,,"2.605466,-1.493889",0.039852,3.355,3.391,0.345,0.017,0.000626,-0.000623,0.000065,0.771
2263,SB30904_island_2973,SB30904_component_2973a,J000127+014643,00:01:27.1,+01:46:43,0.363062,1.778667,0.29,0.31,887.5,2.529,0.284,5.477,0.305,27.30,13.27,101.63,0.69,0.73,0.05,23.54,4.97,-76.83,0.01,2.46,0.13,8.532,351.633,-99.00,-99.00,0.00,0.00,0.289,0.0,0.0,1.0,0.0,,"0.363062,1.778667",0.028726,2.529,2.562,0.284,0.095,RACS_0012+00A_island_2225,RACS_0012+00A_component_2225a,J000127+014643,00:01:27.2,+01:46:43,0.363370,1.778762,0.19,0.07,887.5,2.903,0.440,5.727,0.140,47.39,15.80,98.44,0.77,0.43,0.44,40.71,0.00,-82.50,0.02,0.00,0.53,3.561,194.643,1.10,-99.00,0.00,0.00,0.515,0.0,0.0,1.0,0.0,,"0.36337,1.778762",0.028750,2.903,2.992,0.440,0.025,0.000322,-0.000308,-0.000095,0.871
2264,SB30904_island_2974,SB30904_component_2974a,J000557-023900,00:05:57.5,-02:39:00,1.489705,-2.650272,0.53,0.48,887.5,2.605,0.309,3.517,0.436,15.63,14.45,115.24,1.27,1.09,0.68,8.84,5.70,-27.71,0.23,2.51,30.61,0.353,88.567,-99.00,-99.00,0.00,0.00,0.301,0.0,0.0,1.0,0.0,,"1.489705,-2.650272",0.086729,2.605,2.639,0.309,0.207,RACS_0012+00A_island_2313,RACS_0012+00A_component_2313a,J000557-023901,00:05:57.7,-02:39:01,1.490614,-2.650460,0.10,0.06,887.5,2.574,0.421,3.145,0.077,30.31,15.35,94.40,0.39,0.34,0.69,18.51,0.00,86.76,0.16,0.00,1.30,1.310,144.194,-4.54,-99.00,0.00,0.00,0.429,0.0,0.0,1.0,0.0,,"1.490614,-2.65046",0.093473,2.574,2.644,0.421,0.019,0.000927,-0.000908,0.000188,1.012
2265,SB30904_island_2978,SB30904_component_2978a,J235931+005148,23:59:31.8,+00:51:48,359.882630,0.863427,0.68,0.61,887.5,2.620,0.316,2.872,0.543,15.71,11.64,68.65,1.62,1.41,0.28,7.53,0.00,58.48,1.46,0.00,8.21,0.332,103.422,-99.00,-99.00,0.00,0.00,0.328,0.0,0.0,1.0,0.0,,"359.88263,0.863427",0.069669,2.620,2.660,0.316,0.297,RACS_0012+00A_island_2228,RACS_0012+00A_component_2228a,J235931+005148,23:59:31.8,+00:51:48,359.882433,0.863527,0.06,0.05,887.5,2.970,0.519,3.421,0.066,26.15,16.76,106.74,0.27,0.28,0.82,9.98,3.91,-58.86,1.63,12.03,4.41,0.519,96.235,-1.28,-99.00,0.00,0.00,0.507,0.0,0.0,1.0,0.0,,"359.882433,0.863527",0.069705,2.970,3.054,0.519,0.016,0.000221,0.000197,-0.000100,0.882
2266,SB30904_island_2987,SB30904_component_2987a,J000724-031425,00:07:24.7,-03:14:25,1.852991,-3.240524,0.66,0.59,887.5,2.594,0.373,3.459,0.548,17.47,12.67,102.74,1.57,1.39,0.24,10.78,2.66,-69.28,0.48,19.43,4.70,0.632,142.837,-99.00,-99.00,0.00,0.00,0.374,0.0,0.0,1.0,0.0,,"1.852991,-3.240524",0.052646,2.594,2.647,0.373,0.262,RACS_0012+00A_island_2092,RACS_0012+00A_component_2092a,J000724-031426,00:07:24.5,-03:14:26,1.852250,-3.240714,0.06,0.03,887.5,3.515,0.607,2.991,0.068,25.74,12.54,95.67,0.26,0.22,0.52,9.33,0.00,83.17,0.63,0.00,1.44,0.162,68.099,-2.40,-99.00,0.01,0.00,0.633,0.0,0.0,1.0,0.0,,"1.85225,-3.240714",0.057189,3.515,3.626,0.607,0.018,0.000764,0.000740,0.000190,0.738
2267,SB30904_island_2988,SB30904_component_2988a,J001613-025008,00:16:13.5,-02:50:08,4.056429,-2.835592,0.59,0.54,887.5,2.468,0.358,3.696,0.478,18.54,13.42,72.61,1.40,1.25,0.20,12.26,5.57,67.93,0.39,4.36,2.42,8.457,491.570,-99.00,-99.00,0.00,0.00,0.352,0.0,0.0,1.0,0.0,,"4.056429,-2.835592",0.063920,2.468,2.517,0.358,0.211,RACS_0012+00A_island_2057,RACS_0012+00A_component_2057a,J001613-025006,00:16:13.7,-02:50:06,4.056992,-2.835052,0.12,0.07,887.5,3.589,0.683,5.819,0.154,32.17,19.02,102.51,0.54,0.51,1.06,21.08,10.12,-78.17,0.22,1.44,2.10,0.904,121.736,-3.04,-99.00,0.00,0.00,0.697,0.0,0.0,1.0,0.0,,"4.056992,-2.835052",0.063833,3.589,3.720,0.683,0.026,0.000780,-0.000562,-0.000540,0.688
2268,SB30904_island_2989,SB30904_component_2989a,J001229-001323,00:12:29.2,-00:13:23,3.121719,-0.223090,0.15,0.13,887.5,2.100,0.241,9.764,0.141,36.83,21.09,165.37,0.31,0.34,0.02,34.77,15.80,-14.19,0.00,0.12,0.02,168.630,1170.886,-99.00,-99.00,0.00,0.00,0.253,0.0,0.0,1.0,0.0,,"3.121719,-0.22309",0.057976,2.100,2.130,0.241,0.025,RACS_0012+00A_island_2056,RACS_0012+00A_component_2056a,J001229-001323,00:12:29.3,-00:13:23,3.122086,-0.223256,0.16,0.10,887.5,3.487,0.574,8.241,0.182,37.83,23.72,98.17,0.60,0.63,1.25,29.07,17.30,-84.89,0.10,0.50,1.99,5.436,218.359,-2.69,-99.00,0.00,0.00,0.616,0.0,0.0,1.0,0.0,,"3.122086,-0.223256",0.058280,3.487,3.593,0.574,0.030,0.000403,-0.000367,0.000166,0.602
2270,SB30904_island_2991,SB30904_component_2991a,J002329+023351,00:23:29.0,+02:33:51,5.870803,2.564198,0.68,0.59,887.5,2.502,0.297,2.706,0.512,15.29,11.81,87.05,1.61,1.39,0.32,6.17,0.00,-89.73,4.21,0.00,4.24,3.488,330.137,-99.00,-99.00,0.00,0.00,0.307,0.0,0.0,1.0,0.0,,"5.870803,2.564198",0.043835,2.502,2.539,0.297,0.283,RACS_0012+00A_island_2177,RACS_0012+00A_component_2177a,J002328+023350,00:23:28.9,+02:33:50,5.870620,2.564165,0.04,0.03,887.5,3.150,0.578,3.428,0.048,25.79,16.00,101.37,0.19,0.19,0.57,8.75,0.00,-86.23,1.54,0.00,2.97,0.148,56.136,-4.27,-99.00,0.00,0.00,0.569,0.0,0.0,1.0,0.0,,"5.87062,2.564165",0.044042,3.150,3.250,0.578,0.012,0.000186,0.000183,0.000033,0.794
2271,SB30904_island_2992,SB30904_component_2992a,J000953+024016,00:09:53.3,+02:40:16,2.472273,2.671237,0.74,0.72,887.5,2.549,0.444,3.549,0.635,17.20,13.33,50.96,1.83,1.61,0.33,10.93,3.37,38.55,0.22,10.72,8.48,0.379,114.376,-99.00,-99.00,0.00,0.00,0.443,0.0,0.0,1.0,0.0,,"2.472273,2.671237",0.195177,2.549,2.624,0.444,0.298,RACS_0012+00A_island_1988,RACS_0012+00A_component_1988a,J000953+024018,00:09:53.4,+02:40:18,2.472334,2.671791,0.05,0.04,887.5,3.984,0.780,4.600,0.071,25.23,17.30,98.62,0.21,0.23,0.82,8.37,4.00,59.14,2.68,12.75,6.98,0.223,65.437,-4.01,-99.00,0.00,0.00,0.760,0.0,0.0,1.0,0.0,,"2.472334,2.671791",0.212322,3.984,4.124,0.780,0.017,0.000557,-0.000061,-0.000554,0.640
2272,SB30904_island_2993,SB30904_component_2993a,J000528-024132,00:05:28.8,-02:41:32,1.369991,-2.692312,0.59,0.53,887.5,2.636,0.297,3.104,0.485,17.28,11.39,73.28,1.40,1.23,0.18,10.25,0.00,69.04,0.49,0.00,1.91,1.240,173.912,-99.00,-99.00,0.00,0.00,0.307,0.0,0.0,1.0,0.0,,"1.369991,-2.692312",0.126758,2.636,2.671,0.297,0.250,RACS_0012+00A_island_2302,RACS_0012+00A_component_2302a,J000528-024132,00:05:28.9,-02:41:32,1.370456,-2.692338,0.07,0.04,887.5,2.715,0.420,2.355,0.053,24.10,13.77,92.89,0.25,0.23,0.72,5.60,0.00,65.26,2.20,0.00,2.55,0.616,112.106,-0.19,-99.00,0.01,0.00,0.419,0.0,0.0,1.0,0.0,,"1.370456,-2.692338",0.127123,2.715,2.778,0.420,0.017,0.000465,-0.000464,0.000026,0.971
2273,SB30904_island_2997,SB30904_component_2997a,J000733-015814,00:07:33.3,-01:58:14,1.888637,-1.970786,0.55,0.48,887.5,2.667,0.249,2.802,0.437,15.05,11.72,84.27,1.30,1.13,0.27,5.51,0.00,84.48,4.88,0.00,0.65,0.318,90.307,-99.00,-99.00,0.00,0.00,0.258,0.0,0.0,1.0,0.0,,"1.888637,-1.970786",0.018434,2.667,2.692,0.249,0.245,RACS_0012+00A_island_2239,RACS_0012+00A_component_2239a,J000733-015814,00:07:33.1,-01:58:14,1.887951,-1.970649,0.14,0.07,887.5,2.862,0.541,3.566,0.119,30.67,15.33,94.36,0.58,0.45,0.93,19.09,0.00,87.11,0.20,0.00,1.72,1.131,143.429,-1.36,-99.00,0.00,0.00,0.558,0.0,0.0,1.0,0.0,,"1.887951,-1.970649",0.055874,2.862,2.967,0.541,0.027,0.000699,0.000686,-0.000137,0.932
2274,SB30904_island_2999,SB30904_component_2999a,J000344+014642,00:03:44.0,+01:46:42,0.933187,1.778380,0.59,0.51,887.5,2.649,0.266,2.778,0.467,15.14,11.61,84.84,1.40,1.21,0.27,5.78,0.00,85.65,4.18,0.00,1.08,2.004,226.669,-99.00,-99.00,0.00,0.00,0.276,0.0,0.0,1.0,0.0,,"0.933187,1.77838",0.095385,2.649,2.677,0.266,0.263,RACS_0012+00A_island_2077,RACS_0012+00A_component_2077a,J000343+014642,00:03:43.8,+01:46:42,0.932447,1.778521,0.08,0.05,887.5,3.569,0.530,3.962,0.083,26.61,15.99,96.61,0.28,0.28,0.78,11.50,0.00,81.49,0.69,0.00,2.64,1.291,142.007,0.29,-99.00,0.00,0.00,0.519,0.0,0.0,1.0,0.0,,"0.932447,1.778521",0.139497,3.569,3.643,0.530,0.023,0.000753,0.000740,-0.000141,0.742
