coord_id,island_id,component_id,component_name,ra_hms_cont,dec_dms_cont,ra_deg_cont,dec_deg_cont,ra_err,dec_err,freq,flux_peak,flux_peak_err,flux_int,flux_int_err,maj_axis,min_axis,pos_ang,maj_axis_err,min_axis_err,pos_ang_err,maj_axis_deconv,min_axis_deconv,pos_ang_deconv,maj_axis_deconv_err,min_axis_deconv_err,pos_ang_deconv_err,chi_squared_fit,rms_fit_gauss,spectral_index,spectral_curvature,spectral_index_err,spectral_curvature_err,rms_image,has_siblings,fit_is_estimate,spectral_index_from_TT,flag_c4,comment,coord,nn_separation,flux_peak_condon,flux_peak_selavy,flux_peak_err_condon,flux_peak_err_selavy,island_id_reference,component_id_reference,component_name_reference,ra_hms_cont_reference,dec_dms_cont_reference,ra_deg_cont_reference,dec_deg_cont_reference,ra_err_reference,dec_err_reference,freq_reference,flux_peak_reference,flux_peak_err_reference,flux_int_reference,flux_int_err_reference,maj_axis_reference,min_axis_reference,pos_ang_reference,maj_axis_err_reference,min_axis_err_reference,pos_ang_err_reference,maj_axis_deconv_reference,min_axis_deconv_reference,pos_ang_deconv_reference,maj_axis_deconv_err_reference,min_axis_deconv_err_reference,pos_ang_deconv_err_reference,chi_squared_fit_reference,rms_fit_gauss_reference,spectral_index_reference,spectral_curvature_reference,spectral_index_err_reference,spectral_curvature_err_reference,rms_image_reference,has_siblings_reference,fit_is_estimate_reference,spectral_index_from_TT_reference,flag_c4_reference,comment_reference,coord_reference,nn_separation_reference,flux_peak_condon_reference,flux_peak_selavy_reference,flux_peak_err_condon_reference,flux_peak_err_selavy_reference,separation,dra,ddec,flux_peak_ratio
181,SB30904_island_185,SB30904_component_185a,J002533-001700,00:25:33.9,-00:17:00,6.391403,-0.283418,0.04,0.03,887.5,56.744,0.446,68.286,0.686,16.41,12.42,79.57,0.09,0.08,0.02,8.60,2.70,76.19,0.09,1.56,0.19,830.493,2271.199,-0.83,-99.00,0.00,0.00,0.443,0.0,0.0,1.0,0.0,,"6.391403,-0.283418",0.096004,56.744,56.747,0.446,0.348,RACS_0012+00A_island_149,RACS_0012+00A_component_149a,J002533-001700,00:25:33.9,-00:17:00,6.391309,-0.283167,0.06,0.03,887.5,72.638,3.517,91.404,0.941,29.10,16.88,94.41,0.15,0.15,0.36,16.56,2.84,83.34,0.11,5.15,0.82,35.096,441.562,-0.57,-99.00,0.00,0.00,3.415,0.0,0.0,1.0,0.0,,"6.391309,-0.283167",0.100261,72.638,72.798,3.517,0.346,0.000268,0.000094,-0.000251,0.781
182,SB30904_island_186,SB30904_component_186a,J002040+013753,00:20:40.8,+01:37:53,5.170054,1.631617,0.03,0.02,887.5,57.742,0.255,60.653,0.435,14.27,12.47,83.82,0.06,0.05,0.02,3.01,2.76,3.96,19.66,23.77,14.76,246.590,1282.160,-0.47,-99.00,0.00,0.00,0.259,0.0,0.0,1.0,0.0,,"5.170054,1.631617",0.062726,57.742,57.743,0.255,0.243,RACS_0012+00A_island_167,RACS_0012+00A_component_167a,J002040+013754,00:20:40.8,+01:37:54,5.169959,1.631731,0.03,0.02,887.5,65.849,1.077,67.999,0.374,25.27,15.98,99.80,0.06,0.07,0.21,7.46,0.00,81.77,0.84,0.00,1.39,93.734,654.226,-0.43,-99.00,0.00,0.00,1.024,0.0,0.0,1.0,0.0,,"5.169959,1.631731",0.068795,65.849,65.865,1.077,0.162,0.000148,0.000095,-0.000114,0.877
183,SB30904_island_187,SB30904_component_187a,J000838-023407,00:08:38.7,-02:34:07,2.161318,-2.568699,0.03,0.02,887.5,58.279,0.270,60.380,0.466,14.20,12.36,86.34,0.06,0.06,0.02,2.82,2.00,-43.39,8.62,17.76,16.38,53.497,624.890,-0.93,-99.00,0.00,0.00,0.275,0.0,0.0,1.0,0.0,,"2.161318,-2.568699",0.041609,58.279,58.280,0.270,0.263,RACS_0012+00A_island_163,RACS_0012+00A_component_163a,J000838-023407,00:08:38.7,-02:34:07,2.161055,-2.568734,0.03,0.02,887.5,67.564,0.837,71.547,0.410,25.86,16.02,99.89,0.07,0.07,0.21,9.14,0.00,87.49,0.45,0.00,1.04,226.963,934.309,-0.88,-99.00,0.00,0.00,0.799,0.0,0.0,1.0,0.0,,"2.161055,-2.568734",0.041577,67.564,67.573,0.837,0.176,0.000265,0.000263,0.000035,0.863
184,SB30904_island_188,SB30904_component_188a,J001337+003911,00:13:37.7,+00:39:11,3.407246,0.653105,0.04,0.03,887.5,59.195,0.354,61.351,0.612,14.29,12.29,86.00,0.08,0.07,0.03,2.97,1.97,-73.30,8.29,19.74,11.35,141.497,1055.533,-0.77,-99.00,0.00,0.00,0.361,0.0,0.0,1.0,0.0,,"3.407246,0.653105",0.030597,59.195,59.197,0.354,0.345,RACS_0012+00A_island_179,RACS_0012+00A_component_179a,J001337+003911,00:13:37.7,+00:39:11,3.407254,0.653223,0.02,0.02,887.5,60.787,1.456,64.075,0.320,25.34,16.26,102.06,0.06,0.06,0.20,7.27,2.06,-85.94,1.16,15.56,1.63,33.625,407.993,-0.43,-99.00,0.00,0.00,1.382,0.0,0.0,1.0,0.0,,"3.407254,0.653223",0.030716,60.787,60.818,1.456,0.136,0.000118,-0.000008,-0.000118,0.974
185,SB30904_island_189,SB30904_component_189a,J001743-015714,00:17:43.7,-01:57:14,4.431963,-1.954032,0.03,0.03,887.5,55.659,0.303,62.509,0.487,14.72,12.92,71.92,0.07,0.06,0.03,5.58,3.19,33.42,0.36,1.43,3.41,496.202,1698.497,-1.03,-99.00,0.00,0.00,0.302,0.0,0.0,1.0,0.0,,"4.431963,-1.954032",0.078579,55.659,55.661,0.303,0.260,RACS_0012+00A_island_175,RACS_0012+00A_component_175a,J001743-015714,00:17:43.6,-01:57:14,4.431821,-1.953966,0.02,0.01,887.5,61.548,0.612,69.062,0.246,25.82,17.00,101.27,0.04,0.05,0.16,8.91,5.18,88.55,0.55,1.75,1.21,187.323,774.851,-0.71,-99.00,0.00,0.00,0.579,0.0,0.0,1.0,0.0,,"4.431821,-1.953966",0.078916,61.548,61.553,0.612,0.102,0.000157,0.000142,-0.000066,0.904
187,SB30904_island_192,SB30904_component_192a,J002048+024333,00:20:48.6,+02:43:33,5.202309,2.726085,0.03,0.03,887.5,54.839,0.306,58.084,0.518,14.35,12.51,85.13,0.08,0.07,0.03,3.28,3.00,-46.68,17.24,21.01,43.61,323.587,1468.757,-0.51,-99.00,0.00,0.00,0.310,0.0,0.0,1.0,0.0,,"5.202309,2.726085",0.045413,54.839,54.841,0.306,0.288,RACS_0012+00A_island_209,RACS_0012+00A_component_209a,J002048+024334,00:20:48.6,+02:43:34,5.202366,2.726140,0.02,0.01,887.5,55.204,0.646,54.775,0.234,24.47,15.86,102.45,0.05,0.05,0.17,3.07,0.00,87.73,13.63,0.00,3.61,114.446,697.856,-0.46,-99.00,0.00,0.00,0.612,0.0,0.0,1.0,0.0,,"5.202366,2.72614",0.044846,55.204,55.211,0.646,0.104,0.000079,-0.000057,-0.000055,0.993
190,SB30904_island_194,SB30904_component_194a,J000315-022557,00:03:15.8,-02:25:57,0.815913,-2.432725,0.03,0.03,887.5,54.297,0.297,55.418,0.521,14.19,12.18,83.58,0.08,0.07,0.03,2.33,1.40,75.92,17.99,51.32,5.98,55.133,658.878,-0.94,-99.00,0.00,0.00,0.304,0.0,0.0,1.0,0.0,,"0.815913,-2.432725",0.041020,54.297,54.299,0.297,0.297,RACS_0012+00A_island_196,RACS_0012+00A_component_196a,J000315-022557,00:03:15.8,-02:25:57,0.815776,-2.432660,0.01,0.01,887.5,57.790,0.512,59.048,0.186,24.96,16.02,101.62,0.04,0.04,0.13,5.90,0.00,87.89,1.28,0.00,1.25,127.929,702.805,-0.91,-99.00,0.00,0.00,0.486,0.0,0.0,1.0,0.0,,"0.815776,-2.43266",0.040978,57.790,57.794,0.512,0.082,0.000152,0.000137,-0.000065,0.940
191,SB30904_island_195,SB30904_component_195a,J002757-020414,00:27:57.2,-02:04:14,6.988190,-2.070742,0.08,0.07,887.5,52.441,1.100,81.281,1.375,18.70,14.03,72.29,0.19,0.17,0.03,12.52,6.89,67.04,0.06,0.41,0.41,163.102,1022.510,-99.00,-99.00,0.00,0.00,1.049,0.0,0.0,1.0,0.0,,"6.98819,-2.070742",0.088530,52.441,52.462,1.100,0.584,RACS_0012+00A_island_139,RACS_0012+00A_component_139a,J002757-020414,00:27:57.1,-02:04:14,6.987994,-2.070653,0.06,0.04,887.5,76.670,0.819,107.318,1.091,30.00,18.25,91.78,0.16,0.16,0.41,18.37,6.78,78.66,0.08,0.91,0.87,1584.510,2366.216,-1.48,-99.00,0.00,0.00,0.794,0.0,0.0,1.0,0.0,,"6.987994,-2.070653",0.088697,76.670,76.678,0.819,0.391,0.000215,0.000196,-0.000089,0.684
192,SB30904_island_196,SB30904_component_196a,J001337+031318,00:13:37.7,+03:13:18,3.407251,3.221929,0.05,0.04,887.5,54.072,0.492,58.232,0.823,14.66,12.45,79.64,0.12,0.11,0.04,4.51,2.64,62.00,1.95,6.45,5.49,43.679,598.352,-0.59,-99.00,0.00,0.00,0.497,0.0,0.0,1.0,0.0,,"3.407251,3.221929",0.076464,54.072,54.077,0.492,0.452,RACS_0012+00A_island_185,RACS_0012+00A_component_185a,J001337+031319,00:13:37.7,+03:13:19,3.407153,3.222187,0.03,0.02,887.5,59.276,0.973,60.199,0.355,25.42,15.63,100.35,0.07,0.07,0.21,7.76,0.00,88.04,0.70,0.00,1.16,101.267,686.301,-0.27,-99.00,0.00,0.00,0.930,0.0,0.0,1.0,0.0,,"3.407153,3.222187",0.107082,59.276,59.291,0.973,0.156,0.000276,0.000098,-0.000258,0.912
197,SB30904_island_200,SB30904_component_200a,J000507-013245,00:05:07.1,-01:32:45,1.279528,-1.545862,0.03,0.03,887.5,51.432,0.304,54.831,0.512,14.52,12.44,85.95,0.08,0.07,0.03,3.90,2.81,-81.05,3.20,6.60,4.97,121.544,925.174,0.37,-99.00,0.00,0.00,0.307,0.0,0.0,1.0,0.0,,"1.279528,-1.545862",0.059052,51.432,51.434,0.304,0.283,RACS_0012+00A_island_251,RACS_0012+00A_component_251a,J000507-013244,00:05:07.1,-01:32:44,1.279412,-1.545774,0.04,0.03,887.5,45.957,0.675,48.904,0.422,26.05,15.98,99.93,0.10,0.11,0.32,9.64,0.00,88.94,0.55,0.00,1.40,363.657,1187.234,1.41,-99.00,0.00,0.00,0.645,0.0,0.0,1.0,0.0,,"1.279412,-1.545774",0.085556,45.957,45.966,0.675,0.181,0.000146,0.000116,-0.000088,1.119
198,SB30904_island_201,SB30904_component_201a,J001352-005305,00:13:52.2,-00:53:05,3.467335,-0.884946,0.02,0.02,887.5,51.712,0.216,53.307,0.374,14.26,12.25,82.33,0.06,0.05,0.02,2.82,1.72,63.22,6.42,18.05,7.37,156.904,1026.180,-0.88,-99.00,0.00,0.00,0.220,0.0,0.0,1.0,0.0,,"3.467335,-0.884946",0.050121,51.712,51.713,0.216,0.211,RACS_0012+00A_island_212,RACS_0012+00A_component_212a,J001352-005305,00:13:52.1,-00:53:05,3.467272,-0.884867,0.01,0.01,887.5,53.069,0.445,55.762,0.172,25.17,16.33,100.97,0.04,0.04,0.13,6.92,1.66,83.34,0.83,15.38,1.17,153.110,746.167,-0.73,-99.00,0.00,0.00,0.422,0.0,0.0,1.0,0.0,,"3.467272,-0.884867",0.068656,53.069,53.072,0.445,0.074,0.000101,0.000063,-0.000079,0.974
199,SB30904_island_202,SB30904_component_202a,J002407-014809,00:24:07.8,-01:48:09,6.032631,-1.802774,0.03,0.03,887.5,52.111,0.314,55.068,0.534,14.43,12.40,82.55,0.08,0.07,0.03,3.55,2.66,67.97,5.18,9.75,7.43,121.758,946.192,-0.90,-99.00,0.00,0.00,0.318,0.0,0.0,1.0,0.0,,"6.032631,-1.802774",0.034285,52.111,52.113,0.314,0.297,RACS_0012+00A_island_193,RACS_0012+00A_component_193a,J002407-014809,00:24:07.8,-01:48:09,6.032400,-1.802747,0.03,0.02,887.5,57.363,1.039,63.812,0.407,26.05,16.70,100.01,0.08,0.09,0.26,9.68,3.76,86.15,0.54,4.03,1.43,136.174,738.036,-0.96,-99.00,0.00,0.00,0.987,0.0,0.0,1.0,0.0,,"6.0324,-1.802747",0.132369,57.363,57.380,1.039,0.169,0.000232,0.000231,-0.000027,0.908
203,SB30904_island_207,SB30904_component_207a,J000535+030106,00:05:35.1,+03:01:06,1.396331,3.018493,0.05,0.04,887.5,51.686,0.404,54.192,0.690,14.20,12.51,78.19,0.11,0.09,0.04,3.63,1.57,23.96,2.80,16.92,9.68,20.926,421.121,-1.13,-99.00,0.00,0.00,0.410,0.0,0.0,1.0,0.0,,"1.396331,3.018493",0.013833,51.686,51.689,0.404,0.386,RACS_0012+00A_island_173,RACS_0012+00A_component_173a,J000535+030107,00:05:35.1,+03:01:07,1.396229,3.018686,0.03,0.02,887.5,63.767,1.179,68.480,0.402,26.42,15.90,99.46,0.07,0.07,0.21,10.63,0.00,89.30,0.26,0.00,0.78,89.646,634.035,-0.52,-99.00,0.00,0.00,1.130,0.0,0.0,1.0,0.0,,"1.396229,3.018686",0.014156,63.767,63.787,1.179,0.170,0.000218,0.000102,-0.000193,0.811
204,SB30904_island_208,SB30904_component_208a,J000127-020842,00:01:27.3,-02:08:42,0.363759,-2.145063,0.03,0.03,887.5,48.805,0.318,59.744,0.475,15.06,13.77,80.59,0.08,0.07,0.04,6.62,5.50,3.90,0.45,0.77,2.76,634.712,1888.332,-0.35,-99.00,0.00,0.00,0.310,0.0,0.0,1.0,0.0,,"0.363759,-2.145063",0.031606,48.805,48.807,0.318,0.239,RACS_0012+00A_island_221,RACS_0012+00A_component_221a,J000127-020842,00:01:27.3,-02:08:42,0.363651,-2.145029,0.02,0.01,887.5,50.790,0.478,56.835,0.209,25.26,17.33,104.35,0.04,0.05,0.18,7.18,6.08,-43.74,3.09,4.40,5.34,227.310,849.482,-0.64,-99.00,0.00,0.00,0.450,0.0,0.0,1.0,0.0,,"0.363651,-2.145029",0.032029,50.790,50.794,0.478,0.087,0.000113,0.000108,-0.000034,0.961
205,SB30904_island_209,SB30904_component_209a,J001026+014202,00:10:26.4,+01:42:02,2.610044,1.700623,0.03,0.03,887.5,50.483,0.286,55.123,0.472,14.53,12.73,93.48,0.07,0.06,0.03,4.84,2.71,-45.48,0.72,2.76,4.78,73.206,728.340,-0.83,-99.00,0.00,0.00,0.287,0.0,0.0,1.0,0.0,,"2.610044,1.700623",0.038306,50.483,50.485,0.286,0.257,RACS_0012+00A_island_190,RACS_0012+00A_component_190a,J001026+014202,00:10:26.4,+01:42:02,2.610006,1.700829,0.03,0.02,887.5,58.072,0.900,60.476,0.358,25.44,16.01,100.98,0.07,0.07,0.23,7.75,0.00,89.44,0.87,0.00,1.43,128.827,751.684,-0.21,-99.00,0.00,0.00,0.857,0.0,0.0,1.0,0.0,,"2.610006,1.700829",0.037105,58.072,58.085,0.900,0.155,0.000209,0.000038,-0.000206,0.869
206,SB30904_island_210,SB30904_component_210a,J002237+022039,00:22:37.6,+02:20:39,5.656641,2.344177,0.03,0.03,887.5,50.140,0.276,52.655,0.471,14.24,12.49,86.21,0.08,0.07,0.03,3.24,2.44,-30.23,6.44,11.95,13.47,89.453,808.048,-0.72,-99.00,0.00,0.00,0.280,0.0,0.0,1.0,0.0,,"5.656641,2.344177",0.046844,50.140,50.142,0.276,0.263,RACS_0012+00A_island_218,RACS_0012+00A_component_218a,J002237+022039,00:22:37.6,+02:20:39,5.656581,2.344250,0.04,0.02,887.5,51.785,0.707,54.680,0.403,25.28,16.34,101.43,0.09,0.10,0.30,7.16,2.24,88.16,1.85,20.20,2.64,337.915,1096.606,-1.24,-99.00,0.00,0.00,0.670,0.0,0.0,1.0,0.0,,"5.656581,2.34425",0.114616,51.785,51.794,0.707,0.173,0.000094,0.000060,-0.000073,0.968
208,SB30904_island_214,SB30904_component_214a,J002531-024350,00:25:31.5,-02:43:50,6.381205,-2.730832,0.04,0.04,887.5,47.705,0.592,77.221,0.718,19.65,13.95,140.34,0.11,0.10,0.01,15.06,3.40,-33.52,0.01,0.43,0.14,2862.864,4243.281,-1.25,-99.00,0.00,0.00,0.565,0.0,0.0,1.0,1.0,,"6.381205,-2.730832",0.052740,47.705,47.712,0.592,0.294,RACS_0012+00A_island_157,RACS_0012+00A_component_157a,J002531-024350,00:25:31.4,-02:43:50,6.380974,-2.730659,0.05,0.04,887.5,70.123,1.441,98.597,0.810,28.79,19.10,110.13,0.12,0.14,0.40,15.92,9.51,-55.37,0.17,0.59,1.25,295.156,1010.595,-0.85,-99.00,0.00,0.00,1.382,0.0,0.0,1.0,0.0,,"6.380974,-2.730659",0.111383,70.123,70.150,1.441,0.289,0.000288,0.000231,-0.000173,0.680
209,SB30904_island_215,SB30904_component_215a,J001608+005012,00:16:08.4,+00:50:12,4.035046,0.836832,0.02,0.02,887.5,44.319,0.268,94.308,0.270,24.53,14.69,5.34,0.04,0.04,0.00,21.30,4.64,4.08,0.00,0.10,0.01,36295.863,11747.642,-0.90,-99.00,0.00,0.00,0.258,0.0,0.0,1.0,1.0,,"4.035046,0.836832",0.067817,44.319,44.321,0.268,0.088,RACS_0012+00A_island_192,RACS_0012+00A_component_192a,J001608+005013,00:16:08.4,+00:50:13,4.034978,0.837055,0.08,0.08,887.5,58.115,1.027,96.803,1.343,26.28,24.79,114.89,0.20,0.33,5.32,18.96,9.80,9.94,0.04,0.37,1.69,1688.755,2279.511,-0.99,-99.00,0.00,0.00,0.983,0.0,0.0,1.0,0.0,,"4.034978,0.837055",0.113587,58.115,58.132,1.027,0.430,0.000233,0.000068,-0.000223,0.763
210,SB30904_island_216,SB30904_component_216a,J001726-011238,00:17:26.8,-01:12:38,4.361686,-1.210770,0.03,0.03,887.5,49.761,0.253,52.579,0.431,14.44,12.39,83.75,0.07,0.06,0.02,3.56,2.67,80.51,4.41,8.28,1.47,155.711,1012.135,-0.41,-99.00,0.00,0.00,0.257,0.0,0.0,1.0,0.0,,"4.361686,-1.21077",0.039104,49.761,49.762,0.253,0.240,RACS_0012+00A_island_216,RACS_0012+00A_component_216a,J001726-011238,00:17:26.8,-01:12:38,4.361602,-1.210746,0.02,0.01,887.5,52.170,0.538,55.805,0.214,25.73,16.26,99.89,0.05,0.05,0.15,8.83,0.00,85.29,0.37,0.00,0.83,160.767,763.210,-0.30,-99.00,0.00,0.00,0.512,0.0,0.0,1.0,0.0,,"4.361602,-1.210746",0.038897,52.170,52.175,0.538,0.091,0.000087,0.000084,-0.000024,0.954
211,SB30904_island_217,SB30904_component_217a,J001636+034055,00:16:36.2,+03:40:55,4.150932,3.682017,0.08,0.07,887.5,48.762,0.722,57.378,1.120,15.24,13.08,76.88,0.18,0.16,0.05,6.28,4.62,55.27,1.09,2.42,7.42,212.738,1259.998,-0.24,-99.00,0.00,0.00,0.713,0.0,0.0,1.0,0.0,,"4.150932,3.682017",0.160634,48.762,48.772,0.722,0.579,RACS_0012+00A_island_259,RACS_0012+00A_component_259a,J001636+034055,00:16:36.2,+03:40:55,4.150877,3.682192,0.02,0.02,887.5,45.215,1.464,46.713,0.248,24.47,16.50,102.54,0.06,0.07,0.24,3.91,2.49,42.68,21.59,54.07,11.02,16.733,308.345,-0.27,-99.00,0.00,0.00,1.381,0.0,0.0,1.0,0.0,,"4.150877,3.682192",0.171459,45.215,45.257,1.464,0.105,0.000183,0.000055,-0.000175,1.078
212,SB30904_island_220,SB30904_component_220a,J235756+010706,23:57:56.4,+01:07:06,359.484905,1.118501,0.05,0.05,887.5,48.947,0.540,61.881,0.791,16.04,13.35,116.12,0.12,0.11,0.03,9.10,3.21,-44.91,0.03,0.83,1.20,56.341,658.325,-1.16,-99.00,0.00,0.00,0.527,0.0,0.0,1.0,0.0,,"359.484905,1.118501",0.087764,48.947,48.953,0.540,0.389,RACS_0012+00A_island_198,RACS_0012+00A_component_198a,J235756+010707,23:57:56.3,+01:07:07,359.484585,1.118720,0.02,0.02,887.5,55.871,0.817,67.831,0.322,26.23,18.10,107.53,0.06,0.07,0.25,10.62,7.30,-44.19,0.48,1.11,1.84,154.691,744.613,-1.05,-99.00,0.00,0.00,0.771,0.0,0.0,1.0,0.0,,"359.484585,1.11872",0.123487,55.871,55.882,0.817,0.127,0.000388,0.000320,-0.000219,0.876
214,SB30904_island_222,SB30904_component_222a,J002119-013335,00:21:19.0,-01:33:35,5.329338,-1.559846,0.04,0.03,887.5,47.489,0.302,50.374,0.513,14.40,12.48,81.26,0.09,0.07,0.03,3.60,2.76,47.90,5.31,9.56,15.22,45.749,609.874,-0.78,-99.00,0.00,0.00,0.306,0.0,0.0,1.0,0.0,,"5.329338,-1.559846",0.039021,47.489,47.491,0.302,0.284,RACS_0012+00A_island_215,RACS_0012+00A_component_215a,J002119-013335,00:21:19.0,-01:33:35,5.329207,-1.559822,0.05,0.03,887.5,52.143,0.920,57.189,0.585,25.86,16.59,99.91,0.12,0.14,0.42,9.20,3.10,84.62,1.00,9.78,2.43,394.661,1206.778,-0.71,-99.00,0.00,0.00,0.874,0.0,0.0,1.0,0.0,,"5.329207,-1.559822",0.048593,52.143,52.158,0.920,0.246,0.000133,0.000131,-0.000024,0.911
218,SB30904_island_225,SB30904_component_225a,J001517+025722,00:15:17.5,+02:57:22,3.822980,2.956378,0.06,0.05,887.5,46.725,0.484,50.967,0.803,14.95,12.36,87.15,0.14,0.12,0.04,5.28,2.44,-85.92,1.01,5.79,1.58,126.195,992.922,-0.76,-99.00,0.00,0.00,0.488,0.0,0.0,1.0,0.0,,"3.82298,2.956378",0.110833,46.725,46.730,0.484,0.437,RACS_0012+00A_island_238,RACS_0012+00A_component_238a,J001517+025723,00:15:17.5,+02:57:23,3.822835,2.956611,0.02,0.01,887.5,48.845,0.944,50.941,0.219,25.33,16.11,100.37,0.05,0.05,0.17,7.51,0.00,84.29,0.71,0.00,1.17,41.195,435.704,-0.93,-99.00,0.00,0.00,0.897,0.0,0.0,1.0,0.0,,"3.822835,2.956611",0.111222,48.845,48.861,0.944,0.094,0.000274,0.000145,-0.000233,0.957
219,SB30904_island_226,SB30904_component_226a,J002147+005158,00:21:47.1,+00:51:58,5.446117,0.866376,0.04,0.03,887.5,46.744,0.287,49.473,0.488,14.51,12.36,84.62,0.08,0.07,0.03,3.82,2.49,87.64,3.07,7.78,1.10,192.127,1171.466,-1.02,-99.00,0.00,0.00,0.291,0.0,0.0,1.0,0.0,,"5.446117,0.866376",0.010242,46.744,46.746,0.287,0.271,RACS_0012+00A_island_203,RACS_0012+00A_component_203a,J002147+005200,00:21:47.1,+00:52:00,5.446136,0.866442,0.04,0.03,887.5,54.844,2.174,61.970,0.531,27.25,16.20,98.53,0.11,0.11,0.30,12.60,0.00,88.82,0.22,0.00,0.94,33.000,424.648,-1.28,-99.00,0.00,0.00,2.092,0.0,0.0,1.0,0.0,,"5.446136,0.866442",0.173916,54.844,54.924,2.174,0.212,0.000069,-0.000019,-0.000066,0.852
220,SB30904_island_227,SB30904_component_227a,J001022-011540,00:10:22.1,-01:15:40,2.592172,-1.261325,0.03,0.03,887.5,45.707,0.235,48.582,0.398,14.30,12.59,83.88,0.07,0.06,0.03,3.47,2.93,-2.84,7.00,10.15,2.41,336.313,1436.409,-1.31,-99.00,0.00,0.00,0.238,0.0,0.0,1.0,0.0,,"2.592172,-1.261325",0.053124,45.707,45.708,0.235,0.221,RACS_0012+00A_island_237,RACS_0012+00A_component_237a,J001022-011540,00:10:22.1,-01:15:40,2.592118,-1.261179,0.02,0.01,887.5,48.645,0.499,52.632,0.234,25.37,16.68,102.35,0.05,0.06,0.19,7.34,4.28,-85.91,1.42,4.40,2.05,231.894,903.620,-1.27,-99.00,0.00,0.00,0.472,0.0,0.0,1.0,0.0,,"2.592118,-1.261179",0.068319,48.645,48.650,0.499,0.099,0.000156,0.000054,-0.000146,0.940
221,SB30904_island_228,SB30904_component_228a,J001207-003533,00:12:07.4,-00:35:33,3.030640,-0.592557,0.03,0.03,887.5,45.778,0.254,55.227,0.387,15.54,13.15,57.47,0.07,0.06,0.02,7.99,2.85,34.74,0.04,0.69,0.93,440.480,1522.602,-1.18,-99.00,0.00,0.00,0.250,0.0,0.0,1.0,0.0,,"3.03064,-0.592557",0.051529,45.778,45.779,0.254,0.197,RACS_0012+00A_island_229,RACS_0012+00A_component_229a,J001207-003532,00:12:07.3,-00:35:32,3.030603,-0.592465,0.02,0.02,887.5,48.700,0.563,57.467,0.239,25.83,17.87,99.05,0.05,0.06,0.21,9.71,6.51,65.19,0.55,1.32,1.84,204.360,815.885,-1.30,-99.00,0.00,0.00,0.531,0.0,0.0,1.0,0.0,,"3.030603,-0.592465",0.051546,48.700,48.706,0.563,0.096,0.000099,0.000037,-0.000092,0.940
222,SB30904_island_230,SB30904_component_230a,J001604+000143,00:16:04.7,+00:01:43,4.019556,0.028871,0.03,0.03,887.5,45.836,0.245,47.919,0.421,14.16,12.51,82.68,0.07,0.06,0.03,3.20,2.07,4.95,4.71,12.04,5.24,392.906,1597.291,-1.09,-99.00,0.00,0.00,0.249,0.0,0.0,1.0,0.0,,"4.019556,0.028871",0.010502,45.836,45.837,0.245,0.236,RACS_0012+00A_island_247,RACS_0012+00A_component_247a,J001604+000144,00:16:04.7,+00:01:44,4.019414,0.028974,0.03,0.02,887.5,46.765,0.857,48.851,0.296,25.08,16.29,102.87,0.07,0.08,0.25,6.21,2.46,-80.74,2.84,18.98,2.83,94.760,651.870,-1.04,-99.00,0.00,0.00,0.812,0.0,0.0,1.0,0.0,,"4.019414,0.028974",0.113518,46.765,46.779,0.857,0.127,0.000175,0.000142,-0.000103,0.980
223,SB30904_island_231,SB30904_component_231a,J000717+034235,00:07:17.4,+03:42:35,1.822369,3.709807,0.08,0.07,887.5,45.922,0.667,49.795,1.108,14.38,12.77,82.37,0.19,0.17,0.08,4.13,3.22,5.65,6.52,11.60,13.25,11.096,320.532,-1.02,-99.00,0.00,0.00,0.671,0.0,0.0,1.0,0.0,,"1.822369,3.709807",0.070955,45.922,45.932,0.667,0.606,RACS_0012+00A_island_176,RACS_0012+00A_component_176a,J000717+034235,00:07:17.4,+03:42:35,1.822348,3.709987,0.05,0.03,887.5,61.062,2.330,71.355,0.652,27.57,16.56,100.17,0.12,0.13,0.33,13.13,3.49,-86.17,0.23,4.09,1.03,44.507,485.271,-0.42,-99.00,0.00,0.00,2.241,0.0,0.0,1.0,0.0,,"1.822348,3.709987",0.138140,61.062,61.144,2.330,0.255,0.000181,0.000021,-0.000180,0.752
224,SB30904_island_232,SB30904_component_232a,J001055+005951,00:10:55.7,+00:59:51,2.731917,0.997519,0.03,0.03,887.5,45.806,0.257,47.287,0.445,14.34,12.20,82.53,0.08,0.07,0.02,3.13,1.45,72.14,4.51,22.85,3.66,107.979,940.784,-0.78,-99.00,0.00,0.00,0.262,0.0,0.0,1.0,0.0,,"2.731917,0.997519",0.062605,45.806,45.807,0.257,0.252,RACS_0012+00A_island_222,RACS_0012+00A_component_222a,J001055+005951,00:10:55.7,+00:59:51,2.732042,0.997646,0.05,0.04,887.5,49.937,1.118,55.321,0.606,26.11,16.59,99.97,0.13,0.15,0.44,9.83,3.27,87.01,0.83,8.52,2.26,255.440,1014.889,-0.81,-99.00,0.00,0.00,1.064,0.0,0.0,1.0,0.0,,"2.732042,0.997646",0.064226,49.937,49.960,1.118,0.252,0.000178,-0.000125,-0.000127,0.917
